processors,problem_size,scalable,time,speed_up,efficiency,serial_fraction
9,45460800,false,0.214663,8.24308334459129,0.9158981493990321,0.011478057174827715
5,5544000,true,0.236942,4.71609085767825,0.9432181715356499,0.015050025057273785
8,49896000,false,0.263804,7.377173962487302,0.9221467453109128,0.012060871638453343
11,23284800,false,0.091305,10.106204479491813,0.918745861771983,0.008844027669556227
3,9979200,false,0.141404,2.7919860824304825,0.9306620274768275,0.03725196176272432
9,27720000,true,1.202226,8.222177860069571,0.9135753177855079,0.011825062549848674
9,18849600,false,0.093967,7.884321091446998,0.8760356768274442,0.017688252666474082
1,45460800,true,1.774383,1.0,1.0,0
11,9979200,false,0.048592,8.12475304576885,0.7386139132517137,0.035388730439363934
4,27720000,false,0.280617,3.853793604806551,0.9634484012016378,0.012646101494303933
2,32155200,true,1.282329,1.9662270758908205,0.9831135379454102,0.017176512582545156
9,5544000,true,0.236452,8.50655524165581,0.9451728046284233,0.007250948596792697
10,36590400,true,1.499551,9.516675324813894,0.9516675324813895,0.005643015008331728
4,41025600,true,1.627230,3.9627784640155355,0.9906946160038839,0.0031309291635031045
2,49896000,true,1.973844,1.9717323152184265,0.9858661576092133,0.014336471823986896
9,49896000,true,2.063198,8.488528003613807,0.9431697781793118,0.007531812290783016
12,32155200,false,0.122923,10.2225539565419,0.8518794963784916,0.01580681350645548
3,45460800,false,0.607523,2.9126222381704063,0.9708740793901355,0.014999844587549603
11,27720000,true,1.568072,7.704725293226333,0.7004295721114848,0.04276952884576861
8,27720000,false,0.153769,7.032886992826903,0.8791108741033629,0.019644706528860998
12,23284800,false,0.084504,10.919565937707091,0.9099638281422576,0.008994980107321849
11,9979200,true,0.412103,10.485664991519112,0.9532422719562829,0.0049051253201097475
9,41025600,true,1.691513,8.577404962302978,0.953044995811442,0.00615855027765236
4,36590400,false,0.369642,3.9873986181223993,0.9968496545305998,0.0010534338369823832
3,49896000,true,1.978137,2.951179822226671,0.9837266074088903,0.008271298381352819
8,32155200,true,1.329101,7.5881366427382115,0.9485170803422764,0.0077538960137568036
1,5544000,false,0.225246,1.0,1.0,0
1,49896000,true,1.945946,1.0,1.0,0
10,18849600,false,0.082475,8.98291603516217,0.898291603516217,0.012580472642076231
7,27720000,false,0.169755,6.37059291331625,0.9100847019023215,0.01646647063175025
7,5544000,true,0.232180,6.737944698079076,0.9625635282970109,0.006482078083237886
2,9979200,false,0.204736,1.9283272116286339,0.9641636058143169,0.0371683747131446
8,18849600,false,0.102554,7.224155079275309,0.9030193849094136,0.015342277049522337
10,49896000,true,2.076630,9.370691938380933,0.9370691938380933,0.007461894854453557
6,5544000,false,0.046443,4.849945093986177,0.8083241823310295,0.04742548147358887
4,14414400,false,0.149130,3.868778917722792,0.967194729430698,0.011305986123604969
7,36590400,true,1.504274,6.640756936568738,0.9486795623669625,0.009016117360884344
12,49896000,false,0.176307,11.038291162574374,0.9198575968811978,0.00792043576690835
3,18849600,false,0.259511,2.854853936827341,0.9516179789424469,0.02542092632135903
2,36590400,false,0.732366,2.0125319853734336,1.0062659926867168,-0.00622697450997689
12,41025600,true,1.700841,11.373818011207396,0.9478181676006163,0.005004971530992452
7,45460800,true,1.870991,6.638557320692617,0.9483653315275167,0.009074327996454754
6,23284800,true,0.967194,5.629135416472806,0.938189236078801,0.013176609055874387
12,27720000,false,0.102200,10.581604696673189,0.8818003913894324,0.012185772505346415
8,14414400,true,0.610301,7.541930948826891,0.9427413686033613,0.00867661562083796
11,49896000,false,0.195288,9.965425422965058,0.9059477657240962,0.010381639851027252
5,36590400,true,2.339910,3.0494207042151187,0.6098841408430238,0.1599139217728023
9,27720000,false,0.131748,8.208397850441752,0.9120442056046392,0.012054760319573907
3,45460800,true,1.803897,2.950916266283496,0.983638755427832,0.0083166937465024
2,49896000,false,0.987849,1.9700662753113078,0.9850331376556539,0.015194272935798558
9,14414400,false,0.075037,7.688886815837519,0.8543207573152799,0.021315068350691857
1,5544000,true,0.223488,1.0,1.0,0
9,9979200,false,0.054287,7.2724224952566905,0.80804694391741,0.02969398274560663
2,18849600,true,0.753925,1.954321716351096,0.977160858175548,0.023372960176786917
6,14414400,true,0.603959,5.7158449497399655,0.9526408249566609,0.00994271372854375
3,23284800,false,0.315066,2.92874191439254,0.9762473047975133,0.012165306416601766
10,9979200,true,0.422901,9.28902982021797,0.9289029820217969,0.008504298960318565
12,23284800,true,0.990043,10.998443501948904,0.916536958495742,0.008278497836151448
3,14414400,false,0.194558,2.9654447516935822,0.9884815838978608,0.00582631800620853
9,36590400,true,1.530493,8.391848900975045,0.932427655663894,0.009058657785090341
11,5544000,false,0.029520,7.630284552845528,0.6936622320768662,0.04416238246184173
7,9979200,true,0.504098,5.454967089732551,0.7792810128189359,0.04720568993518895
9,9979200,true,0.415513,8.508773492044774,0.9454192768938638,0.007216470570266318
12,41025600,false,0.146839,10.927362621646838,0.9106135518039031,0.008923698454742113
5,41025600,true,1.667754,4.8331108784628904,0.9666221756925781,0.008632593257936298
2,23284800,false,0.464741,1.9855080571759323,0.9927540285879661,0.007298858733759239
11,41025600,true,1.688912,10.499640004926249,0.954512727720568,0.004765496672638213
10,14414400,true,0.595932,9.654725706959853,0.9654725706959854,0.003973578483968583
7,18849600,false,0.116351,6.367508659143454,0.9096440941633507,0.0165551755198196
6,14414400,false,0.109086,5.288955502997634,0.881492583832939,0.026887898625706563
1,32155200,true,1.260675,1.0,1.0,0
1,36590400,false,1.473910,1.0,1.0,0
11,45460800,false,0.176008,10.05343507113313,0.9139486428302845,0.009415338361161582
7,41025600,false,0.250224,6.412506394270733,0.9160723420386762,0.015269474201594694
10,5544000,true,0.315504,7.083523505248745,0.7083523505248744,0.04574742268041236
11,14414400,false,0.062718,9.1991294365254,0.8362844942295818,0.019576532495827196
2,9979200,true,0.400349,1.9624577556082319,0.9812288778041159,0.01913021785283342
11,27720000,false,0.123525,8.754826958105646,0.795893359827786,0.025644973368841546
2,23284800,true,0.933772,1.9435386796776941,0.9717693398388471,0.029050782941798303
8,27720000,true,1.150958,7.6341551994077985,0.9542693999259748,0.006846015253370442
6,18849600,true,0.771298,5.730905564386268,0.9551509273977113,0.009390991793198399
6,45460800,true,1.878123,5.66858400647881,0.9447640010798016,0.011693078664527323
7,14414400,false,0.090540,6.37233267064281,0.9103332386632585,0.01641647210941659
8,23284800,false,0.126233,7.3098714282319195,0.9137339285289899,0.013487213412003207
10,18849600,true,0.775182,9.503652045584133,0.9503652045584132,0.005803008406489313
12,36590400,false,0.169093,8.716564257538751,0.7263803547948959,0.03424447403659161
6,36590400,false,0.258954,5.691783096611753,0.9486305161019589,0.010830240652414336
10,49896000,false,0.212407,9.162259247576586,0.9162259247576585,0.010159318057873559
4,18849600,true,0.767297,3.8405258980551205,0.9601314745137801,0.013841342407961976
12,14414400,true,0.812298,8.499678689347999,0.7083065574456665,0.03743800676134743
5,27720000,true,1.131960,4.851425845436235,0.9702851690872469,0.007656210735629901
5,23284800,true,0.955489,4.748411546339099,0.9496823092678198,0.01324592714877823
1,41025600,true,1.612088,1.0,1.0,0
4,9979200,false,0.106413,3.7100542226983544,0.9275135556745886,0.02605045280540093
8,41025600,false,0.217513,7.3768602336412075,0.9221075292051509,0.012067460112192554
1,41025600,false,1.604563,1.0,1.0,0
4,27720000,true,1.107221,3.9678582685841404,0.9919645671460351,0.0027001746904070276
2,41025600,false,0.818832,1.9595753463469918,0.9797876731734959,0.02062929283549475
12,27720000,true,1.207782,10.912472615091136,0.9093727179242613,0.009059919725624905
5,14414400,true,0.598518,4.806505401675471,0.9613010803350942,0.010064203727778998
2,45460800,false,0.902140,1.9614305983550224,0.9807152991775112,0.019663913511558384
11,45460800,true,1.862709,10.478401618288203,0.9525819652989275,0.004977843002328136
3,27720000,false,0.373270,2.8972057759798537,0.9657352586599512,0.017740235241899684
5,18849600,false,0.177046,4.184596093670572,0.8369192187341143,0.048714612359050044
2,27720000,false,0.560481,1.9294855668613209,0.9647427834306604,0.03654571682201513
3,18849600,true,0.748264,2.9536607400596577,0.9845535800198859,0.007844377540022872
2,32155200,false,0.644974,1.948275434358594,0.974137717179297,0.026548897927481496
6,27720000,true,1.154204,5.709514089363752,0.9515856815606254,0.01017550376755858
9,32155200,false,0.158193,7.943379289854797,0.8825976988727553,0.016627380356473556
11,18849600,false,0.073479,10.082690292464514,0.916608208405865,0.009097866550766255
6,18849600,false,0.136340,5.433959219598064,0.9056598699330106,0.020833457062410743
9,23284800,false,0.116819,7.898946233061402,0.877660692562378,0.017424060983129736
10,32155200,true,1.323010,9.52883954013953,0.9528839540139529,0.00549397038182808
6,41025600,true,1.682402,5.7492371026663065,0.9582061837777177,0.008723345127561288
10,9979200,false,0.050331,7.844032504818104,0.7844032504818104,0.03053938694950048
6,36590400,true,1.507663,5.67928243911272,0.9465470731854534,0.011294298683880443
4,49896000,false,0.501807,3.878240040493656,0.969560010123414,0.010465224623800026
8,36590400,true,1.512975,7.545790247690808,0.943223780961351,0.008599113590865943
5,45460800,false,0.380292,4.6529640381601505,0.9305928076320301,0.018645961960683487
5,45460800,true,1.850368,4.794675977967627,0.9589351955935254,0.010705834084298559
5,9979200,false,0.088443,4.4638693848015105,0.8927738769603021,0.030026114620641427
5,23284800,false,0.240572,3.8356375638062614,0.7671275127612522,0.07589106223049223
6,27720000,false,0.199986,5.407578530497135,0.9012630884161892,0.021910785619174433
7,18849600,true,0.778208,6.626688494592705,0.946669784941815,0.009389091442176409
4,9979200,true,0.407875,3.8524940239043826,0.9631235059760956,0.012762812451739602
12,5544000,true,0.261523,10.254761531490537,0.8545634609575448,0.015471646230344699
8,9979200,true,0.417026,7.535913827914807,0.9419892284893508,0.008797609168249185
12,32155200,true,1.798883,8.40971869765849,0.7008098914715409,0.038810954449005515
5,5544000,false,0.063261,3.560582349314744,0.7121164698629487,0.10106616765669534
7,5544000,false,0.037822,5.955422769816509,0.8507746814023583,0.029233223527461844
1,23284800,true,0.907411,1.0,1.0,0
8,5544000,true,0.236453,7.561350458653517,0.9451688073316896,0.008287437612502042
11,18849600,true,0.785190,10.320770768858491,0.9382518880780446,0.006581187067839826
8,5544000,false,0.036611,6.152413209144793,0.7690516511430991,0.04290039715308087
5,14414400,false,0.131874,4.375017061740753,0.8750034123481505,0.03571317148250021
7,41025600,true,1.678508,6.72300400117247,0.9604291430246386,0.0068668707911727165
2,18849600,false,0.379961,1.9498474843470779,0.9749237421735389,0.02572125053653429
4,23284800,true,0.924867,3.924503739456592,0.981125934864148,0.00641238277546415
7,49896000,true,2.062728,6.6036927796587825,0.9433846828083975,0.010002161759199199
9,45460800,true,1.872729,8.527366746603485,0.9474851940670539,0.006928182923303499
12,18849600,false,0.074375,9.961223529411766,0.8301019607843139,0.01860648091680423
12,14414400,false,0.060413,9.550113386191713,0.7958427821826427,0.023320871269830557
3,32155200,true,1.272527,2.9720587461012618,0.9906862487004205,0.004700656394391905
3,32155200,false,0.434869,2.889575941260471,0.9631919804201571,0.01910731210811514
6,32155200,false,0.230558,5.4501990822265975,0.9083665137044329,0.020175443483021915
8,14414400,false,0.081403,7.087588909499649,0.8859486136874561,0.01839051942266948
3,5544000,true,0.227653,2.9451138355303903,0.9817046118434635,0.009318173682703377
12,9979200,false,0.040474,9.75436082423284,0.8128634020194033,0.020928999824536294
2,14414400,true,0.585580,1.9650807746166195,0.9825403873083097,0.017769867699302777
3,27720000,true,1.108626,2.972122248621267,0.9907074162070889,0.004689872933669791
11,32155200,false,0.129991,9.666723080828673,0.8787930073480612,0.013792439361540426
8,9979200,false,0.060559,6.519229181459402,0.8149036476824253,0.03244842027713272
10,41025600,false,0.222747,7.203522381895154,0.7203522381895154,0.04313441659123942
11,5544000,true,0.246543,9.971355909516797,0.9064869008651634,0.010315990120274931
6,9979200,false,0.076916,5.13284622185241,0.855474370308735,0.033788418381045536
3,14414400,true,0.572923,3.0127399318931167,1.0042466439643722,-0.0021143431197380154
7,9979200,false,0.067850,5.818688282977155,0.8312411832824508,0.03383671312080273
8,18849600,true,0.779894,7.556985949372607,0.9446232436715759,0.008374730605851286
6,49896000,true,2.805068,4.162350431433391,0.6937250719055652,0.0882986475472598
2,41025600,true,1.637282,1.9692246051688103,0.9846123025844051,0.015628179106847773
1,18849600,true,0.736706,1.0,1.0,0
1,27720000,true,1.098324,1.0,1.0,0
5,18849600,true,0.772653,4.767379405761706,0.9534758811523412,0.012198556819138194
2,27720000,true,1.099097,1.99859339075623,0.999296695378115,0.000703799607401745
7,27720000,true,1.142757,6.727824025580242,0.9611177179400345,0.006742545915412937
4,32155200,true,1.274302,3.9572252103504506,0.9893063025876127,0.003603096224905992
4,45460800,true,1.799348,3.9445021196566756,0.9861255299141689,0.004689893144076936
9,32155200,true,1.326466,8.553611626683232,0.9504012918536924,0.006523390247288168
10,23284800,true,0.965271,9.400582841502542,0.9400582841502543,0.007084869908882392
12,49896000,true,2.039658,11.44866051073268,0.9540550425610567,0.004377959474349632
10,41025600,true,1.687896,9.550872802589733,0.9550872802589734,0.005224969797623396
5,49896000,true,2.032148,4.787904227448001,0.9575808454896002,0.01107456219237326
12,18849600,true,0.776256,11.388603759584466,0.9490503132987055,0.0048804469428164795
5,27720000,false,0.230969,4.682186786971411,0.9364373573942822,0.016969272451546093
1,9979200,false,0.394798,1.0,1.0,0
1,36590400,true,1.427074,1.0,1.0,0
7,32155200,false,0.194193,6.4708151169197645,0.9244021595599664,0.013630041798405832
1,49896000,false,1.946128,1.0,1.0,0
6,5544000,true,0.235783,5.687127570689999,0.9478545951149998,0.011002827892325328
9,5544000,false,0.030496,7.386083420776496,0.8206759356418328,0.02731347060547135
3,49896000,false,0.664463,2.9288733909939304,0.9762911303313101,0.012142315407825231
5,41025600,false,0.350313,4.580369555226326,0.9160739110452653,0.022903743885406766
10,45460800,false,0.203931,8.676880905796569,0.8676880905796569,0.016943096751628594
12,5544000,false,0.033178,6.7890168183736215,0.5657514015311351,0.06977825456289001
9,18849600,true,0.791768,8.374112113649453,0.9304569015166059,0.009342600711817202
3,9979200,true,0.407910,2.889122600573656,0.9630408668578854,0.019188766756441624
9,41025600,false,0.192367,8.3411551877401,0.9267950208600111,0.00987340478373243
4,45460800,false,0.460032,3.846438943377852,0.961609735844463,0.013307638474848135
2,5544000,false,0.119673,1.8821789376049736,0.9410894688024868,0.06259822593963937
7,14414400,true,0.742430,5.424743073421062,0.774963296203009,0.04839728214647399
3,5544000,false,0.080950,2.782532427424336,0.9275108091414453,0.03907727551210676
1,23284800,false,0.922747,1.0,1.0,0
3,36590400,false,0.489135,3.0132989869872326,1.004432995662411,-0.0022067154710938837
4,5544000,false,0.065160,3.456813996316759,0.8642034990791897,0.052378288626657055
10,23284800,false,0.103764,8.892747002814078,0.8892747002814078,0.013834657700202639
6,49896000,false,0.351538,5.5360387781690745,0.9226731296948457,0.016761487425287557
7,23284800,false,0.146720,6.289169847328244,0.8984528353326063,0.018837413361047693
4,49896000,true,1.985773,3.9197753217512776,0.9799438304378194,0.006822217403086528
11,41025600,false,0.161413,9.940729681004628,0.903702698273148,0.010655860816932702
7,32155200,true,1.322701,6.6717459199017775,0.9531065599859682,0.008200104441403747
9,14414400,true,0.601724,8.60561320472509,0.9561792449694545,0.005728627145628103
8,49896000,true,2.069892,7.520956648945936,0.940119581118242,0.009099210064704457
9,23284800,true,0.959280,8.51336314736052,0.9459292385956134,0.007145191098631171
8,45460800,false,0.240265,7.364722285809418,0.9205902857261773,0.012322794485401125
9,36590400,false,0.174651,8.439172979255773,0.9376858865839748,0.00830690137118278
8,45460800,true,1.898566,7.476729278834657,0.9345911598543322,0.009998083035865754
2,14414400,false,0.290148,1.988471400802349,0.9942357004011745,0.005797719390381539
3,36590400,true,1.441429,2.970123398377582,0.9900411327925274,0.00502952194490272
8,23284800,true,0.966328,7.512240150342326,0.9390300187927908,0.009275525958704829
1,27720000,false,1.081440,1.0,1.0,0
1,18849600,false,0.740866,1.0,1.0,0
12,45460800,false,0.163149,10.8458219173884,0.9038184931157001,0.009674258072520845
7,45460800,false,0.272986,6.481962444960547,0.9259946349943639,0.01331997728152545
6,41025600,false,0.290865,5.516521410276245,0.9194202350460409,0.01752838623351033
4,5544000,true,0.230229,3.882881826355498,0.9707204565888745,0.010054231099656382
10,32155200,false,0.138050,9.102404925751538,0.9102404925751537,0.010956751192803307
11,36590400,true,1.516297,10.352730368786588,0.9411573062533262,0.006252163517799373
8,32155200,false,0.172487,7.285111341724304,0.910638917715538,0.014018584808351069
3,41025600,true,1.615519,2.993628672890879,0.9978762242969598,0.0010641478628958532
10,27720000,false,0.157301,6.87497218708082,0.687497218708082,0.05050570432838519
2,5544000,true,0.230040,1.943035993740219,0.9715179968701095,0.029317010309278357
5,49896000,false,0.421053,4.622049955706289,0.9244099911412578,0.02044277149293363
6,32155200,true,1.322572,5.719197140117891,0.9531995233529819,0.009819660102722793
1,45460800,false,1.769485,1.0,1.0,0
1,9979200,true,0.392834,1.0,1.0,0
6,23284800,false,0.169303,5.450269634914916,0.9083782724858193,0.020172593354408096
5,32155200,true,1.311370,4.806709776798311,0.9613419553596622,0.010053146132032384
5,9979200,true,0.414452,4.7391977840618456,0.9478395568123691,0.01375771954566049
1,14414400,false,0.576951,1.0,1.0,0
12,9979200,true,0.418522,11.263465241970554,0.9386221034975462,0.005944680774252552
7,49896000,false,0.302829,6.426491518315617,0.9180702169022309,0.014873550626337734
12,36590400,true,1.495337,11.452193050797245,0.9543494208997704,0.004348567259110092
12,45460800,true,1.856797,11.467379578920044,0.9556149649100036,0.004222415238526194
1,32155200,false,1.256587,1.0,1.0,0
10,27720000,true,1.144278,9.598401786978341,0.9598401786978341,0.0046489014170681625
4,18849600,false,0.195491,3.7897703730606525,0.9474425932651631,0.01849097317643585
4,41025600,false,0.407754,3.935125099937707,0.9837812749844268,0.005495369559603909
7,23284800,true,0.962171,6.601609277352986,0.9430870396218551,0.010057919362523357
11,49896000,true,2.055273,10.414872379484379,0.9468065799531253,0.005618192899494644
2,45460800,true,1.799643,1.9719277656735252,0.9859638828367626,0.014235934406495065
10,5544000,false,0.033205,6.783496461376299,0.6783496461376299,0.05268511365844944
11,14414400,true,0.602067,10.511979563736261,0.9556345057942056,0.0046425169807910215
2,36590400,true,1.458411,1.9570258315385718,0.9785129157692859,0.021958917337152828
3,41025600,false,0.545463,2.941653237708149,0.9805510792360496,0.009917341980339832
7,36590400,false,0.220542,6.683126116567366,0.9547323023667665,0.007902336868148886
1,14414400,true,0.575356,1.0,1.0,0
3,23284800,true,0.924472,2.944635424328698,0.9815451414428993,0.009400921963696766
8,36590400,false,0.193352,7.622936406140097,0.9528670507675121,0.007066335703769466
11,32155200,true,1.336736,10.374094061953894,0.9430994601776267,0.006033355147044235
11,36590400,false,0.146955,10.029668946276072,0.9117880860250974,0.009674606997713555
4,32155200,false,0.328042,3.8305674273416206,0.9576418568354051,0.014743905515495573
6,9979200,true,0.415445,5.673444138213242,0.9455740230355403,0.01151173269116218
5,36590400,false,0.308708,4.774447050287003,0.9548894100574007,0.011810422617391791
4,23284800,false,0.233558,3.950825919043664,0.987706479760916,0.00414884397709588
4,14414400,true,0.572463,4.020214406869963,1.0050536017174907,-0.0016760637471987527
10,45460800,true,1.868443,9.496586195029765,0.9496586195029766,0.005889997318003554
10,36590400,false,0.155608,9.471942316590408,0.9471942316590407,0.006194408071049096
10,14414400,false,0.067832,8.505587333411958,0.8505587333411958,0.019521973654993634
6,45460800,false,0.317364,5.5755693777492095,0.9292615629582016,0.015224655761422111
5,32155200,false,0.267723,4.6936086925665705,0.9387217385133141,0.01631960222411976
9,49896000,false,0.232162,8.38262937087034,0.9314032634300378,0.009206100523706564
11,23284800,true,0.962541,10.369969694797415,0.9427245177088559,0.006075526966281
8,41025600,true,1.688998,7.635713008541159,0.9544641260676449,0.006815473384295937
